Designator,Mid X,Mid Y,Rotation,Layer
C1,130.9375,-73.0,0.0,top
C2,130.9375,-77.5,0.0,top
D1,148.0,-77.5,0.0,top
J1,123.46,-100.96,180.0,top
J2,161.04,-100.96,180.0,top
R1,137.45,-77.5,0.0,top
R2,137.45,-73.0,0.0,top
R3,143.95,-73.0,180.0,top
R4,150.95,-73.0,0.0,top
U1,142.1112,-94.5,0.0,top
